Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
The Demigod Files,https://www.goodreads.com//book/show/3992598-the-demigod-files,Rick Riordan,4.05,83093.0,2978.0,151.0,2009.0,1,"['United States of America  New York State  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Young Adult']",
The Lexus and the Olive Tree,https://www.goodreads.com//book/show/750761.The_Lexus_and_the_Olive_Tree,Thomas L. Friedman,3.6,7991.0,439.0,490.0,2000.0,0,,['Cornelius Ryan Award (1999)'],"['Nonfiction', ' Economics', ' Politics']",1.0
Europe Central,https://www.goodreads.com//book/show/12398.Europe_Central,William T. Vollmann,3.92,2484.0,318.0,811.0,2005.0,0,"['Berlin  Germany', '    Dresden  Germany', '    Moscow  Russian Federation', '    …more Stalingrad', ' USSR  Leningrado  Russian Federation', '    …less']","['National Book Award for Fiction (2005), California Book Award for Fiction (Gold) (2005), National Book Critics Circle Award Nominee for Fiction (2005), Preis der Leipziger Buchmesse for Übersetzung (2014), Βραβείο Λογοτεχνικής Μετάφρασης Αγγλόφωνης Λογοτεχνίας ΕΙΛΜ (2012)']","['Fiction', ' Historical', ' Novels']",5.0
The Dirt: Confessions of the World's Most Notorious Rock Band,https://www.goodreads.com//book/show/25378.The_Dirt,Neil Strauss,4.11,37323.0,2148.0,431.0,2002.0,0,,[],"['Music', ' Nonfiction', ' Biography']",
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,https://www.goodreads.com//book/show/711901.Lone_Survivor,Marcus Luttrell,4.31,80213.0,6834.0,390.0,2007.0,0,,"[""Colby Award (2009), William E. Colby Military Writers' Award (2009)""]","['Nonfiction', ' War', ' History']",2.0
"Matter (Culture, #8)",https://www.goodreads.com//book/show/886066.Matter,Iain M. Banks,4.08,24488.0,971.0,593.0,2008.0,1,,"['Locus Award Nominee for Best SF Novel (2009), Prometheus Award Nominee for Best Novel (2009)']","['Science Fiction', ' Fiction', ' Space']",2.0
"Revelation Space (Revelation Space, #1)",https://www.goodreads.com//book/show/89187.Revelation_Space,Alastair Reynolds,3.98,46449.0,2226.0,585.0,2002.0,1,,['Arthur C. Clarke Award Nominee (2001)'],"['Science Fiction', ' Fiction', ' Space']",1.0
Tell No One / Gone For Good,https://www.goodreads.com//book/show/2245961.Tell_No_One_Gone_For_Good,Harlan Coben,4.27,2899.0,90.0,816.0,2009.0,0,,[],"['Mystery', ' Thriller', ' Fiction']",
"Feast of Fools (The Morganville Vampires, #4)",https://www.goodreads.com//book/show/2295829.Feast_of_Fools,Rachel Caine,4.14,52053.0,1334.0,242.0,2008.0,1,"['Morganville', ' Texas  United States', ' ']",[],"['Paranormal', ' Young Adult', ' Fantasy']",
Against the Day,https://www.goodreads.com//book/show/409.Against_the_Day,Thomas Pynchon,3.94,9241.0,828.0,1085.0,2006.0,0,,"['Locus Award Nominee for Best SF Novel (2007), Βραβείο Λογοτεχνικής Μετάφρασης ΕΚΕΜΕΛ for Αγγλόφωνη Λογοτεχνία (2010), International Dublin Literary Award Nominee (2008)']","['Fiction', ' Historical', ' Literature']",3.0
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),https://www.goodreads.com//book/show/28184.Blue_Shoes_and_Happiness,Alexander McCall Smith,4.06,25725.0,1174.0,227.0,2007.0,1,"['Gaborone  Botswana', ' ']",['Theakston Old Peculier Crime Novel of the Year Nominee (2008)'],"['Mystery', ' Fiction', ' Cultural']",1.0
"The Bronze Horseman (The Bronze Horseman, #1)",https://www.goodreads.com//book/show/83144.The_Bronze_Horseman,Paullina Simons,4.3,69508.0,7803.0,637.0,2001.0,1,"['Leningrad', ' USSR', ' 1941       Russia']",[],"['Historical', ' Romance', ' Historical']",
Elegy for Iris,https://www.goodreads.com//book/show/549379.Elegy_for_Iris,John Bayley,3.65,1629.0,127.0,288.0,2001.0,1,,['Borders Original Voices Award for Nonfiction (1999)'],"['Biography', ' Autobiography', ' Nonfiction']",1.0
The Weight of Silence,https://www.goodreads.com//book/show/6335026-the-weight-of-silence,Heather Gudenkauf,3.94,40855.0,4010.0,373.0,2009.0,0,"['Iowa  United States', ' ']","['Barry Award Nominee for Best Paperback Original (2010), Edgar Award Nominee for Best First Novel by an American Author (2010), Goodreads Choice Award Nominee for Fiction (2009)']","['Fiction', ' Mystery', ' Suspense']",3.0
"The Lost City of Faar (Pendragon, #2)",https://www.goodreads.com//book/show/215543.The_Lost_City_of_Faar,D.J. MacHale,4.17,29382.0,697.0,384.0,2003.0,1,,[],"['Fantasy', ' Young Adult', ' Science Fiction']",
"The Sweet Far Thing (Gemma Doyle, #3)",https://www.goodreads.com//book/show/127459.The_Sweet_Far_Thing,Libba Bray,3.95,68460.0,3876.0,819.0,2007.0,1,['United Kingdom'],[],"['Fantasy', ' Young Adult', ' Historical']",
"You Suck (A Love Story, #2)",https://www.goodreads.com//book/show/33453.You_Suck,Christopher Moore,3.83,46828.0,2775.0,328.0,2007.0,1,,[],"['Humor', ' Fiction', ' Fantasy']",
"Brimstone (Pendergast, #5; Diogenes, #1)",https://www.goodreads.com//book/show/136637.Brimstone,Douglas Preston,4.12,37397.0,1298.0,740.0,2005.0,1,"['Long Island', ' New York  United States', '    New York City', ' New York  United States', '    New York State  United States', '    …more Italy  …less']","['Audie Award for Fiction, Abridged (2005)']","['Mystery', ' Thriller', ' Fiction']",2.0
"The Keeper of Lost Causes (Department Q, #1)",https://www.goodreads.com//book/show/10822858-the-keeper-of-lost-causes,Jussi Adler-Olsen,3.99,69031.0,5238.0,400.0,2011.0,1,"['Copenhagen  Denmark', ' ']","['Barry Award for Best Novel (2012), Prix du meilleur polar scandinave, Grand Prix des lectrices de Elle for roman policier (2012), Sealed Room Award (2012)']","['Mystery', ' Mystery', ' Fiction']",4.0
"Firefly Lane (Firefly Lane, #1)",https://www.goodreads.com//book/show/1472878.Firefly_Lane,Kristin Hannah,4.11,242053.0,19514.0,479.0,2008.0,1,"['Seattle', ' Washington  United States', ' ']","[""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Women's Fiction (2008)""]","['Fiction', ' Womens Fiction', ' Romance']",1.0
The Rotters' Club,https://www.goodreads.com//book/show/41038.The_Rotters_Club,Jonathan Coe,3.96,11683.0,691.0,415.0,2003.0,1,"['Midlands', ' England  Birmingham', ' England']",['Bollinger Everyman Wodehouse Prize for Comic Fiction (2001)'],"['Fiction', ' Historical', ' Contemporary']",1.0
The Life and Times of the Thunderbolt Kid,https://www.goodreads.com//book/show/10538.The_Life_and_Times_of_the_Thunderbolt_Kid,Bill Bryson,3.92,60815.0,4757.0,288.0,2006.0,0,['United States of America'],[],"['Nonfiction', ' Autobiography', ' Humor']",
Island Beneath the Sea,https://www.goodreads.com//book/show/7005479-island-beneath-the-sea,Isabel Allende,4.06,34535.0,3387.0,457.0,2010.0,0,"['Saint-Domingue  Haiti', ' ']",[],"['Historical', ' Fiction', ' Magical Realism']",
"The Dragon Keeper (Rain Wild Chronicles, #1)",https://www.goodreads.com//book/show/4703450-the-dragon-keeper,Robin Hobb,3.92,39654.0,1916.0,553.0,2009.0,1,,"['David Gemmell Ravenheart Award Nominee for Best Fantasy Cover Art (2010), Goodreads Choice Award Nominee for Fantasy (2010)']","['Fantasy', ' Fantasy', ' Fiction']",2.0
The Echo Maker,https://www.goodreads.com//book/show/19794.The_Echo_Maker,Richard Powers,3.41,9194.0,1436.0,451.0,2006.0,0,"['Nebraska  United States', ' ']","['Pulitzer Prize Nominee for Fiction (2007), National Book Award for Fiction (2006)']","['Fiction', ' Mystery', ' Novels']",2.0
"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",https://www.goodreads.com//book/show/111126.Hateship_Friendship_Courtship_Loveship_Marriage,Alice Munro,4.05,17094.0,1655.0,323.0,2002.0,0,,"[""Los Angeles Times Book Prize Nominee for Fiction (2001), National Book Critics Circle Award Nominee for Fiction (2001), Commonwealth Writers' Prize for Best Book in Caribbean and Canada (2002), Rogers Writers' Trust Fiction Prize Nominee (2001)""]","['Short Stories', ' Fiction', ' Cultural']",4.0
"Monday Mourning (Temperance Brennan, #7)",https://www.goodreads.com//book/show/181116.Monday_Mourning,Kathy Reichs,4.03,32195.0,878.0,383.0,2005.0,1,"['Montreal', ' Quebec Montréal', ' Québec', '   Canada', ' ']",[],"['Mystery', ' Mystery', ' Fiction']",
"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",https://www.goodreads.com//book/show/2402971.The_Magician,Michael Scott,4.1,88615.0,3025.0,464.0,2008.0,1,,[],"['Fantasy', ' Young Adult', ' Fiction']",
Everything's Eventual,https://www.goodreads.com//book/show/10579.Everything_s_Eventual,Stephen King,3.97,90541.0,2697.0,605.0,2005.0,0,['United States of America'],['British Fantasy Award Nominee for Best Collection (2003)'],"['Horror', ' Short Stories', ' Fiction']",1.0
Manufacturing Consent: The Political Economy of the Mass Media,https://www.goodreads.com//book/show/12617.Manufacturing_Consent,Edward S. Herman,4.25,16256.0,766.0,412.0,2002.0,0,,[],"['Politics', ' Nonfiction', ' History']",
The Lake of Dead Languages,https://www.goodreads.com//book/show/120274.The_Lake_of_Dead_Languages,Carol Goodman,3.8,11474.0,1092.0,390.0,2005.0,0,,[],"['Mystery', ' Fiction', ' Thriller']",
"The Fifth Elephant (Discworld, #24; City Watch, #5)",https://www.goodreads.com//book/show/63720.The_Fifth_Elephant,Terry Pratchett,4.24,66836.0,1497.0,464.0,2008.0,1,['Überwald'],['Locus Award Nominee for Fantasy (2000)'],"['Fantasy', ' Fiction', ' Humor']",1.0
"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",https://www.goodreads.com//book/show/3165162-percy-jackson-and-the-olympians,Rick Riordan,4.51,42709.0,598.0,1032.0,2008.0,1,,[],"['Fantasy', ' Young Adult', ' Fantasy']",
Sum: Forty Tales from the Afterlives,https://www.goodreads.com//book/show/4948826-sum,David Eagleman,4.14,16469.0,2221.0,110.0,2009.0,0,,[],"['Fiction', ' Short Stories', ' Philosophy']",
The Witch of Portobello,https://www.goodreads.com//book/show/816720.The_Witch_of_Portobello,Paulo Coelho,3.54,72363.0,3847.0,320.0,2007.0,0,,[],"['Fiction', ' Philosophy', ' Novels']",
"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",https://www.goodreads.com//book/show/4588949-the-sorceress,Michael Scott,4.11,76768.0,2243.0,502.0,2009.0,1,"['London Bridge', ' London', ' England  United Kingdom', ' ']",[],"['Fantasy', ' Young Adult', ' Fiction']",
"The Miracle at Speedy Motors (No. 1 Ladies' Detective Agency, #9)",https://www.goodreads.com//book/show/1605034.The_Miracle_at_Speedy_Motors,Alexander McCall Smith,4.09,22019.0,1375.0,214.0,2008.0,1,,[],"['Mystery', ' Fiction', ' Cultural']",
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://www.goodreads.com//book/show/1918305.The_Geography_of_Bliss,Eric    Weiner,3.83,33538.0,3621.0,335.0,2008.0,0,,['Borders Original Voices Award for Nonfiction (2008)'],"['Nonfiction', ' Travel', ' Autobiography']",1.0
Hunting and Gathering,https://www.goodreads.com//book/show/47780.Hunting_and_Gathering,Anna Gavalda,4.11,17694.0,1363.0,488.0,2007.0,0,"['Paris  France', ' ']",[],"['Fiction', ' Cultural', ' Contemporary']",
"Succubus Dreams (Georgina Kincaid, #3)",https://www.goodreads.com//book/show/2977487-succubus-dreams,Richelle Mead,4.11,28189.0,1141.0,296.0,2008.0,1,"['Seattle', ' Washington  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fantasy']",
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),https://www.goodreads.com//book/show/7053.In_the_Company_of_Cheerful_Ladies,Alexander McCall Smith,4.08,26436.0,1240.0,233.0,2005.0,1,"['Gaborone  Botswana', ' ']",[],"['Mystery', ' Fiction', ' Cultural']",
How to be good,https://www.goodreads.com//book/show/4268.How_to_be_good,Nick Hornby,3.23,55106.0,2965.0,305.0,2003.0,0,,['Booker Prize Nominee for Longlist (2001)'],"['Fiction', ' Contemporary', ' Humor']",1.0
"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com//book/show/2113260.Shades_of_Grey,Jasper Fforde,4.15,32987.0,4259.0,400.0,2009.0,1,,"['Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)']","['Fantasy', ' Fiction', ' Science Fiction']",3.0
The Three-Body Problem (Remembrance of Earth’s Past #1),https://www.goodreads.com//book/show/20518872-the-three-body-problem,Liu Cixin,4.06,170414.0,16859.0,399.0,2014.0,1,"['China  Beijing  China', '    Panama Canal  Panama', ' ']","['Hugo Award for Best Novel (2015), Nebula Award Nominee for Best Novel (2014), Locus Award Nominee for Best Science Fiction Novel (2015), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015), Prometheus Award Nominee for Best Novel (2015)']","['Science Fiction', ' Fiction', ' Cultural']",5.0
A Briefer History of Time,https://www.goodreads.com//book/show/2094.A_Briefer_History_of_Time,Stephen Hawking,4.23,31914.0,1351.0,176.0,2005.0,0,,[],"['Science', ' Nonfiction', ' Science']",
My Life in France,https://www.goodreads.com//book/show/5084.My_Life_in_France,Julia Child,4.14,83475.0,7493.0,336.0,2006.0,0,"['Paris', ' 1948  France', ' ']",[],"['Nonfiction', ' Autobiography', ' Food and Drink']",
Double Whammy (Skink #1),https://www.goodreads.com//book/show/13068.Double_Whammy,Carl Hiaasen,3.91,15362.0,884.0,404.0,2005.0,1,"['Florida  United States', '    Coon Bog', ' Florida  United States', '    New Orleans', ' Louisiana  United States', ' ']",[],"['Mystery', ' Fiction', ' Humor']",
"Hard Eight (Stephanie Plum, #8)",https://www.goodreads.com//book/show/6425.Hard_Eight,Janet Evanovich,4.16,117004.0,2264.0,326.0,2003.0,1,"['Trenton', ' New Jersey  United States', ' ']","['All About Romance (AAR) Annual Reader Poll for Most Disappointing Read (2003), Lefty Award Nominee (2003)']","['Mystery', ' Fiction', ' Humor']",2.0
Flags of Our Fathers,https://www.goodreads.com//book/show/10058.Flags_of_Our_Fathers,James D. Bradley,4.2,52630.0,1635.0,382.0,2006.0,0,,"['Colby Award (2001), ALA Alex Award (2001)']","['History', ' Nonfiction', ' War']",2.0
The Enchantress of Florence,https://www.goodreads.com//book/show/1317696.The_Enchantress_of_Florence,Salman Rushdie,3.6,17140.0,2033.0,359.0,2008.0,0,"['Florence  Italy', ' ']",['Booker Prize Nominee for Longlist (2008)'],"['Fiction', ' Historical', ' Fantasy']",1.0
Summerland,https://www.goodreads.com//book/show/16705.Summerland,Michael Chabon,3.56,11533.0,1193.0,500.0,2004.0,0,,"[""Mythopoeic Fantasy Award for Children's Literature (2003)""]","['Fantasy', ' Fiction', ' Young Adult']",1.0
Before I Die,https://www.goodreads.com//book/show/1314332.Before_I_Die,Jenny Downham,3.82,51987.0,4228.0,336.0,2007.0,0,,"['Branford Boase Award (2008), The Inky Awards for Silver Inky (2008), Lincoln Award Nominee (2012), Carnegie Medal Nominee (2008), The Inky Awards Shortlist for Silver Inky (2008)']","['Young Adult', ' Contemporary', ' Romance']",5.0
"Promise Me (Myron Bolitar, #8)",https://www.goodreads.com//book/show/43924.Promise_Me,Harlan Coben,3.99,27988.0,1556.0,504.0,2007.0,1,"['New York City', ' New York  United States', '    New Jersey  United States', ' ']",[],"['Mystery', ' Fiction', ' Thriller']",
"Lost in a Good Book (Thursday Next, #2)",https://www.goodreads.com//book/show/27000.Lost_in_a_Good_Book,Jasper Fforde,4.14,49902.0,2842.0,399.0,2004.0,1,['United Kingdom'],['Dilys Award (2004)'],"['Fantasy', ' Fiction', ' Mystery']",1.0
"The Secret Hour (Midnighters, #1)",https://www.goodreads.com//book/show/24766.The_Secret_Hour,Scott Westerfeld,3.81,28502.0,2039.0,297.0,2008.0,1,"['Bixby', ' Oklahoma  United States', ' ']",['Aurealis Award for Young Adult Novel (2004)'],"['Young Adult', ' Fantasy', ' Fantasy']",1.0
"The Declaration (The Declaration, #1)",https://www.goodreads.com//book/show/1722717.The_Declaration,Gemma Malley,3.71,21304.0,1689.0,320.0,2007.0,1,"['Bloomsbury', ' England', ' 2140      ']",['Carnegie Medal Nominee (2009)'],"['Young Adult', ' Science Fiction', ' Science Fiction']",1.0
"La catedral del mar (La catedral del mar, #1)",https://www.goodreads.com//book/show/54984.La_catedral_del_mar,Ildefonso Falcones,4.12,42192.0,2230.0,672.0,2006.0,1,"['Barcelona', ' Catalonia  Spain', ' ']","['Euskadi de Plata for Best Spanish Novel (2006), Qué leer for Best Spanish Book (2006), Premio Fundación José Manuel Lara for novela más vendida (2006), Prix Fulbert de Chartres (2009)']","['Historical', ' Fiction', ' Historical']",4.0
Hold Tight,https://www.goodreads.com//book/show/2177236.Hold_Tight,Harlan Coben,3.94,45143.0,2746.0,416.0,2008.0,0,,"['ITW Thriller Award Nominee for Best Thriller of the Year (2009), Lincoln Award Nominee (2011)']","['Mystery', ' Fiction', ' Thriller']",2.0
The Little Giant of Aberdeen County,https://www.goodreads.com//book/show/3235139-the-little-giant-of-aberdeen-county,Tiffany Baker,3.64,10896.0,1849.0,341.0,2009.0,0,,['Goodreads Choice Award Nominee for Fiction (2009)'],"['Fiction', ' Historical', ' Adult Fiction']",1.0
"Furies of Calderon (Codex Alera, #1)",https://www.goodreads.com//book/show/29396.Furies_of_Calderon,Jim Butcher,4.11,100893.0,4217.0,504.0,2005.0,1,['Alera'],[],"['Fantasy', ' Fiction', ' Fantasy']",
I Am America,https://www.goodreads.com//book/show/611298.I_Am_America,Stephen Colbert,3.89,80969.0,3477.0,230.0,2007.0,0,,"['Audie Award for Humor (2008), Grammy Award Nominee for Best Spoken Word Album (2009)']","['Nonfiction', ' Humor', ' Humor']",2.0
"Wolves of the Calla (The Dark Tower, #5)",https://www.goodreads.com//book/show/4978.Wolves_of_the_Calla,Stephen King,4.16,164921.0,4426.0,931.0,2006.0,1,,['Bram Stoker Award Nominee for Best Novel (2003)'],"['Fantasy', ' Fiction', ' Horror']",1.0
Min kamp 1 (Min kamp #1),https://www.goodreads.com//book/show/7147831-min-kamp-1,Karl Ove Knausgård,4.08,34244.0,3568.0,435.0,2009.0,1,,"['BTBA Best Translated Book Award Nominee for Fiction Longlist (2013), Nordisk Raads Litteraturpris (Nordic Council Literature Prize) Nominee (2010), Brageprisen for Fiction (2009), Independent Foreign Fiction Prize Nominee for Longlist (2013), Morgenbladet Book of the Year Prize\n...more\nBokhandlerprisen Nominee (2009), Norwegian Critics Prize for Literature (Den norske Kritikerprisen for litteratur) Nominee (0), P2-lytternes romanpris (2009), International Dublin Literary Award Nominee for Shortlist (2014)']","['Fiction', ' Contemporary', ' European Literature']",9.0
