Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
City of Thieves,https://www.goodreads.com//book/show/1971304.City_of_Thieves,David Benioff,4.26,125707.0,11743.0,258.0,2008.0,0,"['Saint Petersburg', ' 1942  Russian Federation', '    Leningrad', ' USSR', ' 1942       Russia']","['ALA Alex Award (2009), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Historical', ' Fiction', ' War']",2.0
The Pianist,https://www.goodreads.com//book/show/829777.The_Pianist,Władysław Szpilman,4.22,72294.0,1277.0,222.0,2002.0,0,"['Warszawa  Poland', ' ']",['Jewish Quarterly-Wingate Prize for Nonfiction (2000)'],"['Nonfiction', ' History', ' World War II']",1.0
The Blind Side,https://www.goodreads.com//book/show/817791.The_Blind_Side,Michael   Lewis,4.15,87630.0,3927.0,339.0,2007.0,0,"['Memphis', ' Tennessee  United States', ' ']","['ALA Alex Award (2007), Iowa High School Book Award Nominee (2011)']","['Sports', ' Nonfiction', ' Biography']",2.0
"Summer Knight (The Dresden Files, #4)",https://www.goodreads.com//book/show/91478.Summer_Knight,Jim Butcher,4.26,134680.0,4494.0,446.0,2002.0,1,"['Chicago', ' Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Fiction']",
"Mayflower: A Story of Courage, Community, and War",https://www.goodreads.com//book/show/4820.Mayflower,Nathaniel Philbrick,3.84,40345.0,2804.0,461.0,2006.0,0,"['Plymouth', ' Massachusetts  United States', ' ']","['Pulitzer Prize Nominee for History (2007), Massachusetts Book Award for Nonfiction (2007)']","['History', ' Nonfiction', ' North American Hi...']",2.0
The Given Day (Coughlin #1),https://www.goodreads.com//book/show/2830067-the-given-day,Dennis Lehane,4.05,24030.0,2786.0,704.0,2008.0,1,"['Boston', ' Massachusetts  United States', ' ']",[],"['Historical', ' Fiction', ' Mystery']",
"Lover Unbound (Black Dagger Brotherhood, #5)",https://www.goodreads.com//book/show/304027.Lover_Unbound,J.R. Ward,4.32,123654.0,4982.0,502.0,2007.0,1,"['Caldwell', ' New York  United States', ' ']","[""All About Romance (AAR) Annual Reader Poll for Most Tortured Hero & Honorable Mention for Guiltiest Pleasure Romance (2008), Romantic Times Reviewers' Choice Award (RT Award) for Vampire Romance (2007)""]","['Fantasy', ' Romance', ' Romance']",2.0
"Labyrinth (Languedoc, #1)",https://www.goodreads.com//book/show/14975.Labyrinth,Kate Mosse,3.59,49417.0,3196.0,515.0,2007.0,1,"['France  Carcassonne', ' 2004  France', ' ']",['British Book Award for Best Read of the Year (2006)'],"['Historical', ' Fiction', ' Fantasy']",1.0
"The Curse of Chalion (World of the Five Gods, #1)",https://www.goodreads.com//book/show/61886.The_Curse_of_Chalion,Lois McMaster Bujold,4.1,37580.0,2377.0,490.0,2003.0,1,,"['Hugo Award Nominee for Best Novel (2002), Locus Award Nominee for Best Fantasy Novel (2002), World Fantasy Award Nominee for Best Novel (2002), Mythopoeic Fantasy Award for Adult Literature (2002)']","['Fantasy', ' Fiction', ' Fantasy']",4.0
"Clockwork Angel (The Infernal Devices, #1)",https://www.goodreads.com//book/show/7171637-clockwork-angel,Cassandra Clare,4.31,709569.0,33608.0,479.0,2010.0,1,"['London', ' England', ' 1878  United Kingdom', ' ']","[""RITA Award by Romance Writers of America Nominee for Young Adult Romance (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), The Inky Awards for Silver Inky (2011), Lincoln Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book and for Goodreads Author (2010)\n...more\nThe Inky Awards Shortlist for Silver Inky (2011), Oklahoma Sequoyah Award for High School (2013), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2010)""]","['Fantasy', ' Young Adult', ' Romance']",8.0
Dear John,https://www.goodreads.com//book/show/5526.Dear_John,Nicholas Sparks,4.03,553472.0,11628.0,276.0,2006.0,0,"['Wilmington', ' North Carolina  United States', '    North Carolina  United States', ' ']",[],"['Romance', ' Fiction', ' Womens Fiction']",
"Persuader (Jack Reacher, #7)",https://www.goodreads.com//book/show/455941.Persuader,Lee Child,4.1,72737.0,2921.0,496.0,2008.0,1,"['Portland', ' Maine  United States', '    Boston', ' Massachusetts  United States', '    Maine  United States', ' ']",['Gumshoe Award Nominee for Best Novel (2004)'],"['Thriller', ' Fiction', ' Mystery']",1.0
The River of Doubt: Theodore Roosevelt's Darkest Journey,https://www.goodreads.com//book/show/78508.The_River_of_Doubt,Candice Millard,4.13,55941.0,4405.0,416.0,2006.0,0,,['Long Island Reads (2010)'],"['History', ' Nonfiction', ' Biography']",1.0
"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",https://www.goodreads.com//book/show/74731.The_Stupidest_Angel,Christopher Moore,3.82,41560.0,3214.0,306.0,2008.0,1,,['The Quill Award'],"['Humor', ' Fiction', ' Fantasy']",1.0
"The Magicians' Guild (Black Magician Trilogy, #1)",https://www.goodreads.com//book/show/28249.The_Magicians_Guild,Trudi Canavan,3.94,76866.0,2758.0,467.0,2004.0,1,['Kyralia'],[],"['Fantasy', ' Young Adult', ' Fantasy']",
The Sugar Queen,https://www.goodreads.com//book/show/2200877.The_Sugar_Queen,Sarah Addison Allen,3.98,50135.0,5657.0,276.0,2008.0,0,"['Bald Slope', ' North Carolina  United States', '    North Carolina  United States', ' ']","[""Romantic Times Reviewers' Choice Award (RT Award) for Women's Fiction (2008)""]","['Fiction', ' Magical Realism', ' Romance']",1.0
A Northern Light,https://www.goodreads.com//book/show/64481.A_Northern_Light,Jennifer Donnelly,3.81,42192.0,3635.0,396.0,2004.0,0,"['Adirondack Mountains', ' New York  United States', '    New York State', ' 1906  United States', ' ']","['Borders Original Voices Award for YA or Independent Reader (2003), Los Angeles Times Book Prize for Young Adult Literature (2003), Michael L. Printz Award Nominee (2004), Charlotte Award (2006), Rhode Island Teen Book Award Nominee (2005)\n...more\nLincoln Award Nominee (2009), Carnegie Medal (2003), Missouri Gateway Readers Award Nominee (2006)']","['Historical', ' Young Adult', ' Fiction']",8.0
"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",https://www.goodreads.com//book/show/34511.Monstrous_Regiment,Terry Pratchett,4.17,66311.0,1928.0,496.0,2003.0,1,['Discworld  Borogravia'],"['Locus Award Nominee for Fantasy Novel (2004), Audie Award for Science Fiction (2004), James Tiptree Jr. Award Nominee for Longlist (2004)']","['Fantasy', ' Fiction', ' Humor']",3.0
The Amateur Marriage,https://www.goodreads.com//book/show/15764.The_Amateur_Marriage,Anne Tyler,3.63,15653.0,1379.0,342.0,2006.0,0,,['Orange Prize Nominee for Fiction Longlist (2004)'],"['Fiction', ' Contemporary', ' Literary Fiction']",1.0
"The King of Attolia (The Queen's Thief, #3)",https://www.goodreads.com//book/show/40159.The_King_of_Attolia,Megan Whalen Turner,4.38,34170.0,3116.0,387.0,2006.0,1,,"[""Dorothy Canfield Fisher Children's Book Award Nominee (2008), Andre Norton Award Nominee (2006)""]","['Fantasy', ' Young Adult', ' Fiction']",2.0
Mid Ocean,https://www.goodreads.com//book/show/7443012-mid-ocean,T. Rafael Cimino,3.98,510.0,27.0,422.0,2009.0,0,"['Florida  United States', ' ']",[],"['Fiction', ' Thriller']",
The Lost Colony (Artemis Fowl #5),https://www.goodreads.com//book/show/37586.The_Lost_Colony,Eoin Colfer,4.0,152799.0,2053.0,385.0,2006.0,1,"['Taipei  Taiwan', '    Outside Nice  France', '    Hybras lost colony', ' ']",[],"['Fantasy', ' Young Adult', ' Fiction']",
A Spot of Bother,https://www.goodreads.com//book/show/4701.A_Spot_of_Bother,Mark Haddon,3.48,33273.0,3335.0,354.0,2006.0,0,['United Kingdom'],['Costa Book Award Nominee for Novel (2006)'],"['Fiction', ' Contemporary', ' Humor']",1.0
"The Awakening / The Struggle (The Vampire Diaries, #1-2)",https://www.goodreads.com//book/show/395871.The_Awakening_The_Struggle,L.J. Smith,3.68,84962.0,4013.0,492.0,2007.0,1,"['Fells Church  United States', ' ']",[],"['Young Adult', ' Paranormal', ' Fantasy']",
"Grave Peril (The Dresden Files, #3)",https://www.goodreads.com//book/show/91476.Grave_Peril,Jim Butcher,4.14,146669.0,5786.0,378.0,2001.0,1,"['Chicago', ' Illinois  United States', ' ']",[],"['Fantasy', ' Fantasy', ' Mystery']",
The End of Mr. Y,https://www.goodreads.com//book/show/93436.The_End_of_Mr_Y,Scarlett Thomas,3.78,15625.0,1693.0,402.0,2006.0,0,,['Orange Prize Nominee for Fiction Longlist (2008)'],"['Fiction', ' Fantasy', ' Science Fiction']",1.0
Nation,https://www.goodreads.com//book/show/2855034-nation,Terry Pratchett,4.08,32386.0,2893.0,367.0,2008.0,0,,"[""Locus Award Nominee for Best Young Adult Novel (2009), Mythopoeic Fantasy Award Nominee for Children's Literature (2009), Odyssey Award Nominee (2009), Los Angeles Times Book Prize for Young Adult Literature (2008), Michael L. Printz Award Nominee (2009)\n...more\nBoston Globe-Horn Book Award for Fiction and Poetry (2009), Sidewise Award Nominee for Alternate History (2008), Carnegie Medal Nominee (2010)""]","['Fantasy', ' Young Adult', ' Fiction']",8.0
Digging to America,https://www.goodreads.com//book/show/698.Digging_to_America,Anne Tyler,3.56,20415.0,2282.0,277.0,2006.0,0,"['Baltimore', ' Maryland  United States', ' ']","['Orange Prize Nominee for Fiction Shortlist (2007), International Dublin Literary Award Nominee (2008)']","['Fiction', ' Parenting', ' Contemporary']",2.0
The Plague of Doves,https://www.goodreads.com//book/show/2227528.The_Plague_of_Doves,Louise Erdrich,3.78,13985.0,1991.0,313.0,2008.0,0,"['North Dakota  United States', ' ']","['Pulitzer Prize Nominee for Fiction (2009), Anisfield-Wolf Book Award (2009), Dayton Literary Peace Prize Nominee for Fiction (2009), Minnesota Book Award for Novel & Short Story (2009)']","['Fiction', ' Historical', ' Mystery']",4.0
"Thud! (Discworld, #34; City Watch #7)",https://www.goodreads.com//book/show/62530.Thud_,Terry Pratchett,4.33,64021.0,1790.0,439.0,2006.0,1,['Discworld  Ankh-Morpork'],"['Locus Award Nominee for Best Fantasy Novel (2006), Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2006)']","['Fantasy', ' Fiction', ' Humor']",2.0
"Making Money (Discworld, #36; Moist Von Lipwig, #2)",https://www.goodreads.com//book/show/116296.Making_Money,Terry Pratchett,4.21,64690.0,1965.0,394.0,2007.0,1,['Ankh-Morpork'],"['Nebula Award Nominee for Best Novel (2008), Locus Award for Best Fantasy Novel (2008)']","['Fantasy', ' Fiction', ' Humor']",2.0
Memories of My Melancholy Whores,https://www.goodreads.com//book/show/760.Memories_of_My_Melancholy_Whores,Gabriel García Márquez,3.6,71337.0,4362.0,115.0,2006.0,0,['Colombia'],['Los Angeles Times Book Prize for Fiction (2005)'],"['Fiction', ' Classics', ' Literature']",1.0
"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com//book/show/8664353-unbroken,Laura Hillenbrand,4.36,806799.0,46915.0,492.0,2010.0,0,,"[""Los Angeles Times Book Prize for Biography (2010), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Indies Choice Book Award for Nonfiction (2011), Dayton Literary Peace Prize Nominee for Nonfiction (2011), Lincoln Award Nominee (2015)\n...more\nAndrew Carnegie Medal Nominee for Nonfiction (2012), Goodreads Choice Award Nominee for History and Biography (2010)""]","['Nonfiction', ' History', ' Biography']",7.0
The Opal Deception (Artemis Fowl #4),https://www.goodreads.com//book/show/114954.The_Opal_Deception,Eoin Colfer,4.03,134703.0,2111.0,416.0,2009.0,1,,[],"['Fantasy', ' Young Adult', ' Fiction']",
A Bend in the Road,https://www.goodreads.com//book/show/3463.A_Bend_in_the_Road,Nicholas Sparks,4.03,139783.0,4016.0,341.0,2005.0,0,"['New Bern', ' North Carolina  United States', ' ']",[],"['Romance', ' Fiction', ' Womens Fiction']",
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://www.goodreads.com//book/show/6289283-born-to-run,Christopher McDougall,4.29,176447.0,14493.0,287.0,2009.0,0,"['Mexico  Colorado  United States', ' ']",['Goodreads Choice Award Nominee for Nonfiction (2009)'],"['Nonfiction', ' Sports', ' Health']",1.0
"Fire Study (Study, #3)",https://www.goodreads.com//book/show/1966969.Fire_Study,Maria V. Snyder,3.91,60199.0,3925.0,441.0,2008.0,1,['Sitia'],[],"['Fantasy', ' Young Adult', ' Fantasy']",
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",https://www.goodreads.com//book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared,Jónas Jónasson,3.82,228472.0,23776.0,396.0,2012.0,1,"['Malmköping', ' 2005  Sweden', '    Los Alamos', ' New Mexico  United States', '    Washington', ' D.C.  United States', '    …more Moskow  Russian Federation', '    Vladivostok  Russian Federation', '    Bali  Indonesia', '    Paris', ' 1968  France', '    Tehran', ' 1947  Iran', '    Pyongyang', ' 1953  Korea', ' Democratic Peoples Republic of', '    Sweden  …less']","['本屋大賞 Nominee for Translated Fiction (2015), Goodreads Choice Award Nominee (2012)']","['Fiction', ' Humor', ' Contemporary']",2.0
Carter Beats the Devil,https://www.goodreads.com//book/show/4599.Carter_Beats_the_Devil,Glen David Gold,4.09,12892.0,1039.0,483.0,2002.0,0,,['Guardian First Book Award Nominee (2001)'],"['Fiction', ' Historical', ' Mystery']",1.0
You Shall Know Our Velocity!,https://www.goodreads.com//book/show/4954.You_Shall_Know_Our_Velocity_,Dave Eggers,3.63,28000.0,1638.0,401.0,2003.0,0,"['Tallinn  Estonia', ' ']",[],"['Fiction', ' Novels', ' Travel']",
"The Winter Rose (The Tea Rose, #2)",https://www.goodreads.com//book/show/396266.The_Winter_Rose,Jennifer Donnelly,4.31,20511.0,1464.0,736.0,2006.0,1,"['London', ' England  United Kingdom', '    Africa']",[],"['Historical', ' Romance', ' Historical']",
Dark Places,https://www.goodreads.com//book/show/5886881-dark-places,Gillian Flynn,3.93,612681.0,36616.0,349.0,2009.0,0,"['Kinnakee', ' Kansas', ' 1985  United States', '    Kansas City', ' Missouri  United States', ' ']","['Black Quill Award for Dark Genre Novel of the Year (2010), CWA Ian Fleming Steel Dagger Nominee (2010)']","['Mystery', ' Fiction', ' Thriller']",2.0
The Housekeeper and the Professor,https://www.goodreads.com//book/show/3181564-the-housekeeper-and-the-professor,Yōko Ogawa,3.99,36395.0,5836.0,180.0,2009.0,0,"['Hiroshima', ' 1992  Japan', ' ']","['Independent Foreign Fiction Prize Nominee for Longlist (2010), Yomiuri Prize 読売文学賞 for Fiction (2003), 本屋大賞 for 1st place (2004)']","['Fiction', ' Cultural', ' Asian Literature']",3.0
Love Walked In (Love Walked In #1),https://www.goodreads.com//book/show/115076.Love_Walked_In,Marisa de los Santos,3.72,35780.0,4705.0,307.0,2006.0,1,"['Philadelphia', ' Pennsylvania  United States', ' ']",[],"['Fiction', ' Womens Fiction', ' Romance']",
The Lucky One,https://www.goodreads.com//book/show/3063499-the-lucky-one,Nicholas Sparks,4.12,333952.0,10260.0,326.0,2009.0,0,"['Hampton', ' North Carolina  United States', ' ']",[],"['Romance', ' Fiction', ' Womens Fiction']",
The Day Jesus Rode Into Croydon,https://www.goodreads.com//book/show/5548850-the-day-jesus-rode-into-croydon,Kirk St Moritz,3.47,248.0,52.0,440.0,2008.0,0,,[],"['Fiction', ' Humor', ' Mystery']",
An Abundance of Katherines,https://www.goodreads.com//book/show/49750.An_Abundance_of_Katherines,John Green,3.56,466911.0,24590.0,229.0,2006.0,0,"['Chicago', ' Illinois  United States', '    Gutshot', ' Tennessee  United States', '    Illinois  United States', ' ']","['Michael L. Printz Award Nominee (2007), Lincoln Award Nominee (2010), Alabama Author Award for Young Adult (2007)']","['Young Adult', ' Contemporary', ' Fiction']",3.0
The Feast of the Goat,https://www.goodreads.com//book/show/53969.The_Feast_of_the_Goat,Mario Vargas Llosa,4.3,27406.0,2437.0,475.0,2003.0,0,['Dominican Republic'],"['Independent Foreign Fiction Prize Nominee for Shortlist (2003), International Dublin Literary Award Nominee (2003)']","['Fiction', ' Historical', ' Novels']",2.0
Tree of Smoke,https://www.goodreads.com//book/show/271074.Tree_of_Smoke,Denis Johnson,3.53,14049.0,1329.0,614.0,2007.0,0,,"['Pulitzer Prize Nominee for Fiction (2008), National Book Award for Fiction (2007), International Dublin Literary Award Nominee (2009)']","['Fiction', ' Historical', ' War']",3.0
The Botany of Desire: A Plant's-Eye View of the World,https://www.goodreads.com//book/show/13839.The_Botany_of_Desire,Michael Pollan,4.05,49714.0,3419.0,297.0,2002.0,0,,['Borders Original Voices Award for Nonfiction (2001)'],"['Nonfiction', ' Science', ' Food and Drink']",1.0
Blood Memory,https://www.goodreads.com//book/show/80631.Blood_Memory,Greg Iles,4.13,15442.0,1007.0,800.0,2005.0,0,,[],"['Mystery', ' Fiction', ' Thriller']",
Inherent Vice,https://www.goodreads.com//book/show/5933841-inherent-vice,Thomas Pynchon,3.73,29961.0,2517.0,369.0,2009.0,0,"['Los Angeles', ' California  United States', '    Las Vegas', ' Nevada', ' 1970  United States', ' ']",[],"['Fiction', ' Mystery', ' Mystery']",
Consider the Lobster and Other Essays,https://www.goodreads.com//book/show/6751.Consider_the_Lobster_and_Other_Essays,David Foster Wallace,4.17,44498.0,3010.0,343.0,2005.0,0,,[],"['Nonfiction', ' Writing', ' Philosophy']",
"Dissolution (Matthew Shardlake, #1)",https://www.goodreads.com//book/show/138685.Dissolution,C.J. Sansom,4.04,46494.0,2951.0,456.0,2004.0,1,"['Scarnesea', ' Sussex', ' England', ' 1537  United Kingdom', ' ']",[],"['Historical', ' Mystery', ' Fiction']",
"Lady Knight (Protector of the Small, #4)",https://www.goodreads.com//book/show/153800.Lady_Knight,Tamora Pierce,4.26,52743.0,955.0,416.0,2007.0,1,['Tortall'],['Margaret A. Edwards Award (2013)'],"['Fantasy', ' Young Adult', ' Fiction']",1.0
"Spin (Spin, #1)",https://www.goodreads.com//book/show/910863.Spin,Robert Charles Wilson,4.02,37009.0,2383.0,464.0,2006.0,1,,"[""Hugo Award for Best Novel (2006), Locus Award Nominee for Best SF Novel (2006), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (Best Foreign Work) (2007), Sunburst Award Nominee for Canadian Novel (2006), John W. Campbell Memorial Award Nominee (2006)\n...more\nGrand Prix de l'Imaginaire for Roman étranger (2008), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2009), Prix Aurora Award Nominee for Best Long-Form Work in English (2006), SF ga Yomitai for Best Translated SF of the Year in Japan (2008), Seiun Award 星雲賞 for Best Translated Long Story (2009)""]","['Science Fiction', ' Fiction', ' Hugo Awards']",10.0
A Long Way Down,https://www.goodreads.com//book/show/10073.A_Long_Way_Down,Nick Hornby,3.44,83069.0,5122.0,368.0,2006.0,0,,['Los Angeles Times Book Prize Nominee for Fiction (2005)'],"['Fiction', ' Contemporary', ' Humor']",1.0
On the Jellicoe Road,https://www.goodreads.com//book/show/1162022.On_the_Jellicoe_Road,Melina Marchetta,4.13,47670.0,6961.0,290.0,2006.0,0,"['New South Wales  Australia', '    Australia']","[""Michael L. Printz Award (2009), Queensland Premier's Literary Awards Nominee for Young Adult Book Award (2007), W.A. Young Readers Book Award (WAYRA) for Older Readers (2008), Australian Book Industry Award (ABIA) Nominee for Older Children (2007), CYBILS Award Nominee for Young Adult Fiction (2008)""]","['Young Adult', ' Contemporary', ' Fiction']",5.0
The Looming Tower: Al-Qaeda and the Road to 9/11,https://www.goodreads.com//book/show/110890.The_Looming_Tower,Lawrence Wright,4.34,26563.0,2418.0,469.0,2006.0,0,,"['Pulitzer Prize for General Nonfiction (2007), J. Anthony Lukas Book Prize (2007), Lionel Gelber Prize (2007), Helen Bernstein Book Award for Excellence in Journalism (2007), Los Angeles Times Book Prize for History (2006)\n...more\nArthur Ross Book Award (2007), National Book Award Finalist for Nonfiction (2006), IRE AWard (2006), PEN Center USA Literary Award (2007)']","['History', ' Nonfiction', ' Politics']",9.0
"Blow Fly (Kay Scarpetta, #12)",https://www.goodreads.com//book/show/31623.Blow_Fly,Patricia Cornwell,3.79,38808.0,984.0,467.0,2004.0,1,['United States of America'],[],"['Mystery', ' Fiction', ' Mystery']",
Small Island,https://www.goodreads.com//book/show/44001.Small_Island,Andrea Levy,3.98,28908.0,1868.0,441.0,2005.0,0,"['London', ' England  United Kingdom', '    British Empire', ' 1948      ']","[""Orange Prize for Fiction (2004), Whitbread Award for Novel and Book of the Year (2004), National Book Critics Circle Award Nominee for Fiction (2005), Commonwealth Writers' Prize for Best Book Overall (2005)""]","['Fiction', ' Historical', ' Historical']",4.0
What Was She Thinking? [Notes on a Scandal],https://www.goodreads.com//book/show/13258.What_Was_She_Thinking_Notes_on_a_Scandal_,,,,,,,0,,,[''],
"Shopaholic Ties the Knot (Shopaholic, #3)",https://www.goodreads.com//book/show/9419.Shopaholic_Ties_the_Knot,Sophie Kinsella,3.78,105590.0,2628.0,407.0,2004.0,1,"['New York City', ' New York  United States', '    Oxshott', ' Surrey', ' England  United Kingdom', ' ']",[],"['Womens Fiction', ' Fiction', ' Romance']",
Purple Hibiscus,https://www.goodreads.com//book/show/14569052-purple-hibiscus,Chimamanda Ngozi Adichie,4.17,82896.0,6992.0,336.0,2012.0,0,['Nigeria'],"[""Booker Prize Nominee for Longlist (2004), Orange Prize Nominee for Fiction Shortlist (2004), John Llewellyn Rhys Prize Nominee (2004), Hurston/Wright Legacy Award for Debut Fiction (2004), Commonwealth Writers' Prize for Best First Book Overall (2005)""]","['Fiction', ' Cultural', ' Historical']",5.0
Oblivion: Stories,https://www.goodreads.com//book/show/6749.Oblivion,David Foster Wallace,4.07,12656.0,923.0,329.0,2005.0,0,,[],"['Fiction', ' Short Stories', ' Literature']",
The Gravedigger's Daughter,https://www.goodreads.com//book/show/15972.The_Gravedigger_s_Daughter,Joyce Carol Oates,3.56,9814.0,1164.0,582.0,2007.0,0,,"['Macavity Award Nominee for Sue Feder Historical Mystery (2008), National Book Critics Circle Award Nominee for Fiction (2007)']","['Fiction', ' Historical', ' Contemporary']",2.0
The Penelopiad,https://www.goodreads.com//book/show/17645.The_Penelopiad,Margaret Atwood,3.71,49756.0,4583.0,198.0,2005.0,1,,['Mythopoeic Fantasy Award Nominee for Adult Literature (2006)'],"['Fiction', ' Fantasy', ' Historical']",1.0
"School's Out—Forever (Maximum Ride, #2)",https://www.goodreads.com//book/show/13139.School_s_Out_Forever,James Patterson,4.15,114381.0,3323.0,409.0,2006.0,1,"['Virginia  United States', ' ']",[],"['Young Adult', ' Fantasy', ' Science Fiction']",
"The Confusion (The Baroque Cycle, #2)",https://www.goodreads.com//book/show/822.The_Confusion,Neal Stephenson,4.26,22509.0,730.0,815.0,2005.0,1,,[],"['Fiction', ' Historical', ' Science Fiction']",
"Predator (Kay Scarpetta, #14)",https://www.goodreads.com//book/show/6528.Predator,Patricia Cornwell,3.71,29838.0,1042.0,453.0,2006.0,1,,[],"['Mystery', ' Fiction', ' Mystery']",
"Wings (Wings, #1)",https://www.goodreads.com//book/show/5056084-wings,Aprilynne Pike,3.75,78007.0,5096.0,290.0,2009.0,1,"['Crescent City', ' California  United States', ' ']","[""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2009)""]","['Fantasy', ' Young Adult', ' Romance']",1.0
"Bloodfever (Fever, #2)",https://www.goodreads.com//book/show/344262.Bloodfever,Karen Marie Moning,4.26,98198.0,5296.0,303.0,2007.0,1,"['Seattle', ' Washington', ' 1997  United States', '    Wales  Dublin  Ireland', '    …more Scotland', ' 1513           …less']","[""Romantic Times Reviewers' Choice Award (RT Award) for Best Historical Time Travel (1999)""]","['Fantasy', ' Fantasy', ' Fantasy']",1.0
The Red Book: Liber Novus,https://www.goodreads.com//book/show/6454477-the-red-book,C.G. Jung,4.54,3832.0,279.0,371.0,2009.0,0,,[],"['Psychology', ' Philosophy', ' Nonfiction']",
Left to Tell: Discovering God Amidst the Rwandan Holocaust,https://www.goodreads.com//book/show/408615.Left_to_Tell,Immaculée Ilibagiza,4.4,40704.0,5302.0,214.0,2007.0,0,,[],"['Nonfiction', ' Autobiography', ' Biography']",
"Abhorsen (Abhorsen, #3)",https://www.goodreads.com//book/show/334643.Abhorsen,Garth Nix,4.2,119996.0,2497.0,358.0,2003.0,1,['Old Kingdom  Ancelstierre  Oude Koninkrijk'],"['Ditmar Award Nominee for Best Novel (2004), Aurealis Award for Young Adult Novel and Best Fantasy Novel (2003)']","['Fantasy', ' Young Adult', ' Fiction']",2.0
"The Two Princesses of Bamarre (The Two Princesses of Bamarre, #1)",https://www.goodreads.com//book/show/183656.The_Two_Princesses_of_Bamarre,Gail Carson Levine,4.03,68853.0,2472.0,304.0,2004.0,1,,"[""Mythopoeic Fantasy Award Nominee for Children's Literature (2002), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2003)""]","['Fantasy', ' Young Adult', ' Fiction']",2.0
"The Last Kingdom (The Saxon Stories, #1)",https://www.goodreads.com//book/show/68527.The_Last_Kingdom,Bernard Cornwell,4.24,78913.0,4384.0,351.0,2006.0,1,['England'],[],"['Historical', ' Fiction', ' Historical']",
The World Is Flat: A Brief History of the Twenty-first Century,https://www.goodreads.com//book/show/1911.The_World_Is_Flat,Thomas L. Friedman,3.68,100368.0,3566.0,593.0,2006.0,0,,"['Audie Award for Non Fiction Unabridged (2006), Financial Times and McKinsey Business Book of the Year (2005)']","['Nonfiction', ' History', ' Business']",2.0
"Old Man's War (Old Man's War, #1)",https://www.goodreads.com//book/show/36510196-old-man-s-war,John Scalzi,4.2,171806.0,9865.0,332.0,2007.0,1,,"['Hugo Award Nominee for Best Novel (2006), Locus Award Nominee for Best SF Novel and Best First Novel (2006), Geffen Award for Best Translated Science Fiction Book (2007)']","['Science Fiction', ' Fiction', ' Space']",3.0
Jimmy Corrigan: The Smartest Kid on Earth,https://www.goodreads.com//book/show/34072.Jimmy_Corrigan,Chris Ware,4.09,22315.0,1351.0,380.0,2003.0,0,"['Michigan  United States', '    Chicago', ' Illinois', ' 1893  United States', ' ']","[""Guardian First Book Award (2001), American Book Award (2001), Harvey Awards for Best Graphic Album of Previously Published Work (2001), Prix du Festival d'Angoulême for Alph-art du meilleur album (2003), Prix de la critique (2003)\n...more\nWill Eisner Comic Industry Awards for Best Graphic Album: Reprint (2001)""]","['Sequential Art', ' Sequential Art', ' Fiction']",6.0
Thirteen Moons,https://www.goodreads.com//book/show/33896.Thirteen_Moons,Charles Frazier,3.7,13132.0,1921.0,422.0,2006.0,0,['United States of America'],[],"['Historical', ' Fiction', ' Historical']",
"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",https://www.goodreads.com//book/show/29800.Scott_Pilgrim_Volume_1,Bryan Lee O'Malley,4.17,171725.0,4113.0,168.0,2004.0,1,"['Toronto', ' Ontario  Canada', ' ']",[],"['Sequential Art', ' Sequential Art', ' Fiction']",
"Thief of Time (Discworld, #26; Death, #5)",https://www.goodreads.com//book/show/48002.Thief_of_Time,Terry Pratchett,4.22,65963.0,1661.0,378.0,2008.0,1,['Ankh-Morpork'],"['Locus Award Nominee (2002), Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2002)']","['Fantasy', ' Fiction', ' Humor']",2.0
"One Foot in the Grave (Night Huntress, #2)",https://www.goodreads.com//book/show/2168860.One_Foot_in_the_Grave,Jeaniene Frost,4.29,97225.0,3818.0,357.0,2008.0,1,"['Richmond', ' Virginia  United States', '    Licking Falls', ' Ohio  United States', ' ']",[],"['Fantasy', ' Paranormal', ' Fantasy']",
